epoch,steps,cosine-Accuracy@1,cosine-Accuracy@3,cosine-Accuracy@5,cosine-Accuracy@10,cosine-Precision@1,cosine-Recall@1,cosine-Precision@3,cosine-Recall@3,cosine-Precision@5,cosine-Recall@5,cosine-Precision@10,cosine-Recall@10,cosine-MRR@10,cosine-NDCG@10,cosine-MAP@100
-1,-1,0.45384615384615384,0.6076923076923076,0.6538461538461539,0.7076923076923077,0.45384615384615384,0.45384615384615384,0.2025641025641026,0.6076923076923076,0.13076923076923078,0.6538461538461539,0.07076923076923076,0.7076923076923077,0.5379655067155067,0.5791095542605477,0.5445514860898183
