,cosine-Accuracy@1,cosine-Accuracy@3,cosine-Accuracy@5,cosine-Accuracy@10,cosine-Precision@1,cosine-Recall@1,cosine-Precision@3,cosine-Recall@3,cosine-Precision@5,cosine-Recall@5,cosine-Precision@10,cosine-Recall@10,cosine-MRR@10,cosine-NDCG@10,cosine-MAP@100
0,34.74576271186444,26.58227848101268,25.88235294117646,20.108695652173903,34.74576271186444,34.74576271186444,26.58227848101263,26.58227848101268,25.88235294117654,25.88235294117646,20.108695652174045,20.108695652173903,29.695723100929143,26.946271121626214,28.943413932386918
